user_id,recency_days,freq_orders,monetary_gmv,r_score,f_score,m_score,segment
6003,1,6,701.0,1,5,5,重要保持客户
5432,80,1,700.0,5,3,5,重要发展客户
8787,35,1,700.0,3,2,5,重要挽留客户
7896,7,1,700.0,1,1,5,重要挽留客户
7656,58,1,700.0,4,2,5,重要发展客户
3283,28,1,700.0,3,1,5,重要挽留客户
3938,83,1,700.0,5,3,5,重要发展客户
5291,39,1,700.0,3,2,5,重要挽留客户
5110,10,1,700.0,1,1,5,重要挽留客户
4737,76,1,700.0,5,3,5,重要发展客户
705,32,1,700.0,3,1,5,重要挽留客户
2336,6,1,700.0,1,1,5,重要挽留客户
3432,86,1,700.0,5,3,5,重要发展客户
7826,47,1,700.0,4,2,5,重要发展客户
7598,20,1,700.0,2,1,5,重要挽留客户
1599,77,1,700.0,5,3,5,重要发展客户
3251,35,1,700.0,3,2,5,重要挽留客户
5891,6,1,700.0,1,1,5,重要挽留客户
4721,89,1,700.0,5,3,5,重要发展客户
4602,56,1,700.0,4,2,5,重要发展客户
5120,21,1,700.0,2,1,5,重要挽留客户
5445,7,4,699.0,1,5,5,重要保持客户
9433,11,3,699.0,1,5,5,重要保持客户
2608,12,3,699.0,2,5,5,重要保持客户
2808,19,5,697.0,2,5,5,重要保持客户
543,58,1,696.0,4,2,5,重要发展客户
964,0,5,694.0,1,5,5,重要保持客户
3921,87,1,693.0,5,3,5,重要发展客户
8983,9,3,693.0,1,5,5,重要保持客户
9385,68,1,693.0,5,3,5,重要发展客户
7466,7,3,691.0,1,5,5,重要保持客户
8796,11,2,689.0,1,4,5,重要保持客户
3487,22,2,689.0,2,4,5,重要保持客户
4983,69,1,689.0,5,3,5,重要发展客户
1130,5,2,689.0,1,4,5,重要保持客户
1699,28,3,688.0,3,5,5,重要保持客户
7739,6,4,686.0,1,5,5,重要保持客户
5611,61,2,686.0,4,5,5,重要价值客户
3578,25,2,685.0,2,4,5,重要保持客户
3443,47,1,684.0,4,2,5,重要发展客户
6718,2,4,683.0,1,5,5,重要保持客户
7740,5,1,681.0,1,1,5,重要挽留客户
4619,23,4,681.0,2,5,5,重要保持客户
5130,8,3,679.0,1,5,5,重要保持客户
6395,16,2,679.0,2,4,5,重要保持客户
4724,1,3,679.0,1,5,5,重要保持客户
3547,58,2,677.0,4,5,5,重要价值客户
6693,23,4,676.0,2,5,5,重要保持客户
6522,22,3,673.0,2,5,5,重要保持客户
2974,24,3,671.0,2,5,5,重要保持客户
7233,21,3,669.0,2,5,5,重要保持客户
9983,1,3,668.0,1,5,5,重要保持客户
5714,7,3,668.0,1,5,5,重要保持客户
5409,11,3,666.0,1,5,5,重要保持客户
8935,1,2,664.0,1,3,5,重要挽留客户
5235,35,2,664.0,3,4,5,重要保持客户
5200,19,3,662.0,2,5,5,重要保持客户
3209,82,1,661.0,5,3,5,重要发展客户
2673,40,1,660.0,3,2,5,重要挽留客户
9639,13,2,659.0,2,4,5,重要保持客户
5437,13,4,659.0,2,5,5,重要保持客户
3614,7,5,658.0,1,5,5,重要保持客户
8394,83,1,657.0,5,3,5,重要发展客户
8571,45,2,657.0,4,4,5,重要价值客户
2790,32,3,657.0,3,5,5,重要保持客户
865,53,1,657.0,4,2,5,重要发展客户
8068,37,2,656.0,3,4,5,重要保持客户
9327,0,4,656.0,1,5,5,重要保持客户
3684,15,4,656.0,2,5,5,重要保持客户
4460,18,2,656.0,2,4,5,重要保持客户
17,1,4,655.59,1,5,5,重要保持客户
5008,18,4,655.0,2,5,5,重要保持客户
6026,17,3,655.0,2,5,5,重要保持客户
9300,5,4,655.0,1,5,5,重要保持客户
3860,48,1,654.0,4,2,5,重要发展客户
6642,37,3,654.0,3,5,5,重要保持客户
6371,25,4,653.0,2,5,5,重要保持客户
5674,1,5,653.0,1,5,5,重要保持客户
5192,3,6,651.0,1,5,5,重要保持客户
6148,33,1,651.0,3,1,5,重要挽留客户
1672,12,2,651.0,2,4,5,重要保持客户
7629,21,3,650.0,2,5,5,重要保持客户
4167,11,4,650.0,1,5,5,重要保持客户
2850,32,2,650.0,3,4,5,重要保持客户
223,22,2,649.0,2,4,5,重要保持客户
7878,48,2,648.0,4,4,5,重要价值客户
4860,13,1,648.0,2,1,5,重要挽留客户
1857,71,1,648.0,5,3,5,重要发展客户
2727,22,3,647.0,2,5,5,重要保持客户
3245,7,1,646.0,1,1,5,重要挽留客户
9114,19,3,645.94,2,5,5,重要保持客户
7286,30,2,644.03,3,4,5,重要保持客户
5971,4,3,644.0,1,5,5,重要保持客户
2351,41,2,644.0,3,4,5,重要保持客户
5025,11,2,643.0,1,4,5,重要保持客户
194,23,4,642.0,2,5,5,重要保持客户
2690,70,2,641.0,5,5,5,重要价值客户
9886,34,1,640.0,3,1,5,重要挽留客户
9893,20,2,638.0,2,4,5,重要保持客户
1321,31,4,638.0,3,5,5,重要保持客户
5973,1,5,636.0,1,5,5,重要保持客户
2310,23,2,635.0,2,4,5,重要保持客户
1614,61,2,634.0,4,5,5,重要价值客户
7911,13,3,633.0,2,5,5,重要保持客户
2953,17,2,632.0,2,4,5,重要保持客户
1685,14,3,632.0,2,5,5,重要保持客户
1696,32,4,632.0,3,5,5,重要保持客户
3551,6,4,631.0,1,5,5,重要保持客户
9297,21,2,630.0,2,4,5,重要保持客户
3273,24,2,630.0,2,4,5,重要保持客户
4336,22,2,629.0,2,4,5,重要保持客户
4196,29,2,627.0,3,4,5,重要保持客户
3327,1,5,627.0,1,5,5,重要保持客户
7110,6,3,626.0,1,5,5,重要保持客户
5584,48,2,625.0,4,4,5,重要价值客户
9102,38,2,625.0,3,4,5,重要保持客户
2208,48,2,625.0,4,4,5,重要价值客户
4735,10,2,624.0,1,4,5,重要保持客户
3961,18,4,623.0,2,5,5,重要保持客户
385,8,2,621.0,1,4,5,重要保持客户
1949,9,5,621.0,1,5,5,重要保持客户
949,43,2,620.0,4,4,5,重要价值客户
5172,48,2,618.0,4,4,5,重要价值客户
5979,23,3,618.0,2,5,5,重要保持客户
9378,10,2,616.0,1,4,5,重要保持客户
7550,33,3,614.0,3,5,5,重要保持客户
2188,70,2,613.0,5,5,5,重要价值客户
3713,72,1,612.0,5,3,5,重要发展客户
3027,19,2,612.0,2,4,5,重要保持客户
8029,12,1,610.0,2,1,5,重要挽留客户
5446,9,2,609.0,1,4,5,重要保持客户
8967,20,2,608.0,2,4,5,重要保持客户
1008,28,3,607.0,3,5,5,重要保持客户
462,1,5,605.0,1,5,5,重要保持客户
2128,11,4,604.0,1,5,5,重要保持客户
607,30,1,602.0,3,1,5,重要挽留客户
2254,13,2,599.0,2,4,5,重要保持客户
6303,16,2,599.0,2,4,5,重要保持客户
4482,17,4,599.0,2,5,5,重要保持客户
1753,49,2,598.0,4,4,5,重要价值客户
5736,40,2,598.0,3,4,5,重要保持客户
6132,83,1,597.0,5,3,5,重要发展客户
8852,12,5,597.0,2,5,5,重要保持客户
5549,74,1,597.0,5,3,5,重要发展客户
253,49,2,596.0,4,4,5,重要价值客户
3312,37,2,595.0,3,4,5,重要保持客户
5395,15,3,594.0,2,5,5,重要保持客户
9853,10,3,593.0,1,5,5,重要保持客户
6228,23,3,592.0,2,5,5,重要保持客户
9155,36,3,592.0,3,5,5,重要保持客户
5132,6,2,592.0,1,4,5,重要保持客户
2752,25,2,591.0,2,4,5,重要保持客户
8944,40,2,591.0,3,4,5,重要保持客户
4575,5,3,591.0,1,5,5,重要保持客户
2588,1,4,589.0,1,5,5,重要保持客户
6705,22,4,588.0,2,5,5,重要保持客户
1913,17,4,587.0,2,5,5,重要保持客户
6890,53,2,586.0,4,4,5,重要价值客户
4909,71,1,585.0,5,3,5,重要发展客户
262,80,1,585.0,5,3,5,重要发展客户
963,2,2,585.0,1,3,5,重要挽留客户
9068,48,1,585.0,4,2,5,重要发展客户
2944,4,3,584.0,1,5,5,重要保持客户
4486,5,3,584.0,1,5,5,重要保持客户
6622,19,2,583.0,2,4,5,重要保持客户
6994,29,2,582.0,3,4,5,重要保持客户
1374,4,3,582.0,1,5,5,重要保持客户
1584,23,4,578.0,2,5,5,重要保持客户
2415,19,2,578.0,2,4,5,重要保持客户
6503,10,2,574.0,1,4,5,重要保持客户
3172,23,2,574.0,2,4,5,重要保持客户
1284,0,3,573.0,1,5,5,重要保持客户
3297,60,1,573.0,4,2,5,重要发展客户
7972,10,1,573.0,1,1,5,重要挽留客户
5501,78,1,573.0,5,3,5,重要发展客户
5899,12,1,573.0,2,1,5,重要挽留客户
2265,1,2,573.0,1,3,5,重要挽留客户
8196,58,1,573.0,4,2,5,重要发展客户
669,6,2,572.0,1,4,4,重要保持客户
5814,9,4,570.0,1,5,4,重要保持客户
5620,12,4,570.0,2,5,4,重要保持客户
2534,20,3,569.0,2,5,4,重要保持客户
6634,31,1,567.0,3,1,4,重要挽留客户
1240,32,1,567.0,3,1,4,重要挽留客户
3185,16,5,566.0,2,5,4,重要保持客户
4665,44,2,565.0,4,4,4,重要价值客户
9396,23,3,564.0,2,5,4,重要保持客户
5824,11,4,562.0,1,5,4,重要保持客户
5367,50,2,560.0,4,4,4,重要价值客户
6201,3,1,558.0,1,1,4,重要挽留客户
3705,23,2,558.0,2,4,4,重要保持客户
662,4,3,558.0,1,5,4,重要保持客户
7681,46,1,557.0,4,2,4,重要发展客户
4037,19,1,557.0,2,1,4,重要挽留客户
7327,60,2,556.0,4,5,4,重要价值客户
1729,3,7,555.0,1,5,4,重要保持客户
3276,12,2,554.0,2,4,4,重要保持客户
4359,11,2,554.0,1,4,4,重要保持客户
1154,12,2,553.0,1,4,4,重要保持客户
2702,15,3,553.0,2,5,4,重要保持客户
6643,30,3,552.0,3,5,4,重要保持客户
4079,27,3,551.0,3,5,4,重要保持客户
1848,16,3,550.21,2,5,4,重要保持客户
3588,8,3,550.0,1,5,4,重要保持客户
5174,55,1,549.0,4,2,4,重要发展客户
4462,7,3,548.0,1,5,4,重要保持客户
1533,9,3,548.0,1,5,4,重要保持客户
5737,1,2,548.0,1,3,4,重要挽留客户
2816,63,2,547.0,4,5,4,重要价值客户
3264,2,4,547.0,1,5,4,重要保持客户
3609,17,3,544.0,2,5,4,重要保持客户
2394,1,2,542.0,1,3,4,重要挽留客户
7904,62,2,541.0,4,5,4,重要价值客户
3154,34,3,541.0,3,5,4,重要保持客户
7501,31,2,540.0,3,4,4,重要保持客户
5277,31,3,540.0,3,5,4,重要保持客户
9827,6,4,540.0,1,5,4,重要保持客户
8918,40,4,540.0,3,5,4,重要保持客户
2856,2,4,539.0,1,5,4,重要保持客户
8475,25,4,538.0,2,5,4,重要保持客户
4922,31,5,538.0,3,5,4,重要保持客户
3964,59,2,538.0,4,5,4,重要价值客户
3436,10,3,537.0,1,5,4,重要保持客户
2042,3,4,537.0,1,5,4,重要保持客户
4157,1,4,536.0,1,5,4,重要保持客户
3118,83,1,536.0,5,3,4,重要发展客户
6602,87,1,536.0,5,3,4,重要发展客户
5830,16,3,536.0,2,5,4,重要保持客户
6934,52,1,535.0,4,2,4,重要发展客户
9734,3,1,535.0,1,1,4,重要挽留客户
924,5,1,535.0,1,1,4,重要挽留客户
5220,9,2,534.0,1,4,4,重要保持客户
2485,36,3,534.0,3,5,4,重要保持客户
9875,9,2,534.0,1,4,4,重要保持客户
5383,32,2,534.0,3,4,4,重要保持客户
3960,8,2,534.0,1,4,4,重要保持客户
6358,12,3,534.0,2,5,4,重要保持客户
9545,19,2,532.0,2,4,4,重要保持客户
3880,13,3,530.0,2,5,4,重要保持客户
2260,37,2,529.0,3,4,4,重要保持客户
6904,21,2,528.0,2,4,4,重要保持客户
1894,81,1,528.0,5,3,4,重要发展客户
2245,40,2,528.0,3,4,4,重要保持客户
1346,0,2,528.0,1,3,4,重要挽留客户
5261,17,4,528.0,2,5,4,重要保持客户
8377,11,2,528.0,1,4,4,重要保持客户
4927,14,4,527.56,2,5,4,重要保持客户
1445,22,4,525.08,2,5,4,重要保持客户
6217,29,3,525.0,3,5,4,重要保持客户
5336,8,2,524.0,1,4,4,重要保持客户
9002,13,2,523.0,2,4,4,重要保持客户
5088,53,2,523.0,4,4,4,重要价值客户
1953,0,4,523.0,1,5,4,重要保持客户
2765,6,2,523.0,1,4,4,重要保持客户
5447,51,2,520.0,4,4,4,重要价值客户
8869,39,3,520.0,3,5,4,重要保持客户
8273,6,1,519.0,1,1,4,重要挽留客户
6324,62,1,518.0,4,2,4,重要发展客户
260,7,1,518.0,1,1,4,重要挽留客户
3301,41,1,518.0,3,2,4,重要挽留客户
5370,66,1,518.0,5,3,4,重要发展客户
3331,11,1,518.0,1,1,4,重要挽留客户
6800,50,1,518.0,4,2,4,重要发展客户
683,12,3,518.0,1,5,4,重要保持客户
4436,14,1,518.0,2,1,4,重要挽留客户
4944,56,1,518.0,4,2,4,重要发展客户
8528,16,3,518.0,2,5,4,重要保持客户
4519,38,1,518.0,3,2,4,重要挽留客户
4098,10,3,517.0,1,5,4,重要保持客户
4563,32,2,516.0,3,4,4,重要保持客户
3784,1,3,516.0,1,5,4,重要保持客户
3969,17,1,516.0,2,1,4,重要挽留客户
3700,27,2,516.0,3,4,4,重要保持客户
9607,6,2,514.0,1,4,4,重要保持客户
887,14,2,513.0,2,4,4,重要保持客户
9829,69,1,513.0,5,3,4,重要发展客户
631,81,1,513.0,5,3,4,重要发展客户
62,10,3,512.0,1,5,4,重要保持客户
7625,2,2,512.0,1,4,4,重要保持客户
8953,38,2,512.0,3,4,4,重要保持客户
114,17,5,511.0,2,5,4,重要保持客户
5169,57,1,510.0,4,2,4,重要发展客户
2474,9,1,510.0,1,1,4,重要挽留客户
1483,32,1,510.0,3,1,4,重要挽留客户
1047,22,3,509.0,2,5,4,重要保持客户
2832,17,2,508.0,2,4,4,重要保持客户
9546,21,3,508.0,2,5,4,重要保持客户
5724,40,3,508.0,3,5,4,重要保持客户
3380,43,3,507.0,4,5,4,重要价值客户
831,71,1,507.0,5,3,4,重要发展客户
4790,10,4,506.0,1,5,4,重要保持客户
9910,23,4,506.0,2,5,4,重要保持客户
1796,23,2,503.0,2,4,4,重要保持客户
1342,6,2,502.0,1,4,4,重要保持客户
955,27,2,502.0,3,4,4,重要保持客户
6667,8,3,501.0,1,5,4,重要保持客户
159,46,2,500.0,4,4,4,重要价值客户
2724,13,4,500.0,2,5,4,重要保持客户
6702,19,2,498.0,2,4,4,重要保持客户
7205,31,2,498.0,3,4,4,重要保持客户
9652,28,2,497.0,3,4,4,重要保持客户
5907,3,3,497.0,1,5,4,重要保持客户
7351,30,2,496.0,3,4,4,重要保持客户
769,27,2,495.0,3,4,4,重要保持客户
2109,31,2,495.0,3,4,4,重要保持客户
968,11,3,495.0,1,5,4,重要保持客户
2414,18,2,494.0,2,4,4,重要保持客户
406,35,3,493.0,3,5,4,重要保持客户
6749,0,5,492.27,1,5,4,重要保持客户
3734,23,2,491.97,2,4,4,重要保持客户
5886,34,2,491.0,3,4,4,重要保持客户
5762,50,2,490.0,4,4,4,重要价值客户
8586,6,2,489.0,1,4,4,重要保持客户
7523,9,1,489.0,1,1,4,重要挽留客户
8549,25,3,489.0,3,5,4,重要保持客户
2123,50,1,489.0,4,2,4,重要发展客户
9907,50,1,489.0,4,2,4,重要发展客户
7730,18,1,488.0,2,1,4,重要挽留客户
9583,69,1,488.0,5,3,4,重要发展客户
2456,29,1,488.0,3,1,4,重要挽留客户
1094,73,1,488.0,5,3,4,重要发展客户
3678,29,1,488.0,3,1,4,重要挽留客户
4105,90,1,488.0,5,3,4,重要发展客户
5759,36,1,488.0,3,2,4,重要挽留客户
7539,10,4,488.0,1,5,4,重要保持客户
7871,35,3,487.0,3,5,4,重要保持客户
9230,1,2,485.0,1,3,4,重要挽留客户
4423,11,2,485.0,1,4,4,重要保持客户
2998,39,1,485.0,3,2,4,重要挽留客户
5296,57,1,485.0,4,2,4,重要发展客户
5301,47,2,484.0,4,4,4,重要价值客户
2684,37,3,484.0,3,5,4,重要保持客户
3711,6,2,483.0,1,4,4,重要保持客户
4593,36,2,482.0,3,4,4,重要保持客户
365,47,3,481.0,4,5,4,重要价值客户
6879,18,2,480.0,2,4,4,重要保持客户
2728,29,2,480.0,3,4,4,重要保持客户
8563,35,1,480.0,3,2,4,重要挽留客户
2773,13,3,480.0,2,5,4,重要保持客户
6255,9,2,480.0,1,4,4,重要保持客户
5756,48,3,480.0,4,5,4,重要价值客户
4293,13,3,479.0,2,5,4,重要保持客户
8674,9,2,479.0,1,4,4,重要保持客户
7434,54,2,479.0,4,4,4,重要价值客户
2242,33,2,478.0,3,4,4,重要保持客户
425,18,3,477.0,2,5,4,重要保持客户
8042,36,1,476.0,3,2,4,重要挽留客户
8156,42,2,475.0,3,4,4,重要保持客户
2649,46,2,475.0,4,4,4,重要价值客户
8345,11,2,475.0,1,4,4,重要保持客户
2490,5,3,474.0,1,5,4,重要保持客户
3174,10,3,474.0,1,5,4,重要保持客户
3222,7,3,473.48,1,5,4,重要保持客户
7764,3,2,473.0,1,4,4,重要保持客户
8052,56,2,473.0,4,5,4,重要价值客户
5628,20,3,473.0,2,5,4,重要保持客户
2492,3,2,473.0,1,4,4,重要保持客户
8021,7,4,473.0,1,5,4,重要保持客户
5250,26,3,472.0,3,5,4,重要保持客户
9153,59,1,471.0,4,2,4,重要发展客户
1088,23,3,469.0,2,5,4,重要保持客户
9527,10,5,469.0,1,5,4,重要保持客户
7700,48,2,468.0,4,4,4,重要价值客户
3282,3,3,468.0,1,5,4,重要保持客户
9832,28,3,467.0,3,5,4,重要保持客户
4608,32,1,464.0,3,1,4,重要挽留客户
4,73,1,464.0,5,3,4,重要发展客户
7331,1,1,464.0,1,1,4,重要挽留客户
9441,27,1,464.0,3,1,4,重要挽留客户
7269,6,3,463.0,1,5,4,重要保持客户
7055,32,1,463.0,3,1,4,重要挽留客户
5604,17,4,463.0,2,5,4,重要保持客户
1195,22,2,463.0,2,4,4,重要保持客户
1814,0,3,463.0,1,5,4,重要保持客户
7448,31,2,462.0,3,4,4,重要保持客户
687,34,2,462.0,3,4,4,重要保持客户
7318,60,2,462.0,4,5,4,重要价值客户
5695,35,3,462.0,3,5,4,重要保持客户
143,20,2,461.0,2,4,4,重要保持客户
8211,17,3,460.0,2,5,4,重要保持客户
4433,6,4,460.0,1,5,4,重要保持客户
3580,13,3,460.0,2,5,4,重要保持客户
2496,10,2,459.0,1,4,4,重要保持客户
5770,15,2,458.0,2,4,4,重要保持客户
902,28,2,458.0,3,4,4,重要保持客户
6487,19,2,457.85,2,4,4,重要保持客户
8437,10,3,456.0,1,5,4,重要保持客户
4080,14,3,456.0,2,5,4,重要保持客户
3987,33,1,456.0,3,1,4,重要挽留客户
6880,24,4,456.0,2,5,4,重要保持客户
1569,88,1,456.0,5,3,4,重要发展客户
8490,47,2,454.0,4,4,4,重要价值客户
1167,17,1,454.0,2,1,4,重要挽留客户
2990,48,1,454.0,4,2,4,重要发展客户
3421,82,1,454.0,5,3,4,重要发展客户
9304,2,5,453.0,1,5,4,重要保持客户
1142,28,2,453.0,3,4,4,重要保持客户
186,8,4,453.0,1,5,4,重要保持客户
1692,12,3,452.0,2,5,4,重要保持客户
3275,31,2,452.0,3,4,4,重要保持客户
7795,6,4,451.33,1,5,4,重要保持客户
8495,8,3,451.0,1,5,4,重要保持客户
1112,38,4,451.0,3,5,4,重要保持客户
1467,51,2,451.0,4,4,4,重要价值客户
6449,69,1,450.0,5,3,4,重要发展客户
1160,38,3,450.0,3,5,4,重要保持客户
9878,32,3,449.0,3,5,4,重要保持客户
5807,54,1,447.0,4,2,4,重要发展客户
6574,7,2,447.0,1,4,4,重要保持客户
9779,1,4,447.0,1,5,4,重要保持客户
5298,17,3,446.0,2,5,4,重要保持客户
9480,17,3,446.0,2,5,4,重要保持客户
3123,20,3,445.0,2,5,4,重要保持客户
6080,2,2,445.0,1,3,4,重要挽留客户
4280,51,2,445.0,4,4,4,重要价值客户
2510,64,2,445.0,4,5,4,重要价值客户
6445,5,4,444.0,1,5,4,重要保持客户
6494,36,3,444.0,3,5,4,重要保持客户
7783,0,4,444.0,1,5,4,重要保持客户
2209,7,2,443.0,1,4,4,重要保持客户
8517,22,1,443.0,2,1,4,重要挽留客户
6209,5,3,441.0,1,5,4,重要保持客户
3533,11,4,441.0,1,5,4,重要保持客户
4506,42,2,441.0,3,4,4,重要保持客户
2326,17,4,441.0,2,5,4,重要保持客户
8370,44,2,441.0,4,4,4,重要价值客户
2023,31,3,440.0,3,5,4,重要保持客户
44,2,2,440.0,1,3,4,重要挽留客户
4915,15,2,440.0,2,4,4,重要保持客户
6603,50,2,438.0,4,4,4,重要价值客户
1709,76,1,438.0,5,3,4,重要发展客户
8558,30,3,438.0,3,5,4,重要保持客户
7252,82,1,438.0,5,3,4,重要发展客户
9609,22,2,438.0,2,4,4,重要保持客户
7582,12,1,438.0,2,1,4,重要挽留客户
644,65,1,436.0,4,2,4,重要发展客户
4484,42,2,436.0,3,4,4,重要保持客户
9438,66,1,436.0,5,3,4,重要发展客户
6532,52,2,436.0,4,4,4,重要价值客户
6258,61,1,436.0,4,2,4,重要发展客户
1911,78,1,436.0,5,3,4,重要发展客户
2200,55,2,436.0,4,4,4,重要价值客户
7507,64,1,436.0,4,2,4,重要发展客户
2256,81,1,436.0,5,3,4,重要发展客户
370,3,3,435.0,1,5,4,重要保持客户
438,85,1,435.0,5,3,4,重要发展客户
9733,74,1,434.0,5,3,4,重要发展客户
2566,88,1,434.0,5,3,4,重要发展客户
6751,11,3,434.0,1,5,4,重要保持客户
293,0,2,433.0,1,3,4,重要挽留客户
9594,22,3,432.88,2,5,4,重要保持客户
4646,3,2,432.0,1,4,4,重要保持客户
3438,34,1,432.0,3,1,4,重要挽留客户
4221,17,1,430.0,2,1,4,重要挽留客户
70,41,1,430.0,3,2,4,重要挽留客户
8160,16,3,429.0,2,5,4,重要保持客户
7029,42,2,429.0,3,4,4,重要保持客户
524,65,1,428.0,4,2,4,重要发展客户
349,19,3,428.0,2,5,4,重要保持客户
8583,85,1,428.0,5,3,4,重要发展客户
8471,5,4,428.0,1,5,4,重要保持客户
2892,19,2,428.0,2,4,4,重要保持客户
9767,58,1,428.0,4,2,4,重要发展客户
242,6,3,428.0,1,5,4,重要保持客户
4511,71,1,426.0,5,3,4,重要发展客户
5168,87,1,426.0,5,3,4,重要发展客户
4837,43,1,426.0,4,2,4,重要发展客户
4165,8,2,424.0,1,4,4,重要保持客户
2583,48,2,424.0,4,4,4,重要价值客户
2302,44,3,424.0,4,5,4,重要价值客户
3897,24,3,423.0,2,5,4,重要保持客户
4144,25,3,423.0,2,5,4,重要保持客户
9431,13,1,422.0,2,1,4,重要挽留客户
6577,8,3,422.0,1,5,4,重要保持客户
5026,75,1,422.0,5,3,4,重要发展客户
998,70,1,422.0,5,3,4,重要发展客户
1556,49,1,422.0,4,2,4,重要发展客户
9897,21,1,422.0,2,1,4,重要挽留客户
4209,85,1,422.0,5,3,4,重要发展客户
3604,73,1,422.0,5,3,4,重要发展客户
555,64,1,422.0,4,2,4,重要发展客户
8922,34,1,422.0,3,1,4,重要挽留客户
5595,14,1,422.0,2,1,4,重要挽留客户
2460,25,3,422.0,2,5,4,重要保持客户
7447,76,1,422.0,5,3,4,重要发展客户
1590,70,1,422.0,5,3,4,重要发展客户
9551,51,1,422.0,4,2,4,重要发展客户
7513,27,1,422.0,3,1,4,重要挽留客户
2262,10,1,422.0,1,1,4,重要挽留客户
9259,85,1,422.0,5,3,4,重要发展客户
1176,75,1,422.0,5,3,4,重要发展客户
7142,68,1,422.0,5,3,4,重要发展客户
2538,35,1,422.0,3,2,4,重要挽留客户
7426,20,1,422.0,2,1,4,重要挽留客户
225,78,1,422.0,5,3,4,重要发展客户
9003,71,1,422.0,5,3,4,重要发展客户
1484,59,1,422.0,4,2,4,重要发展客户
1017,28,1,422.0,3,1,4,重要挽留客户
3539,10,1,422.0,1,1,4,重要挽留客户
4049,52,2,422.0,4,4,4,重要价值客户
2274,75,1,422.0,5,3,4,重要发展客户
7901,69,1,422.0,5,3,4,重要发展客户
4804,37,1,422.0,3,2,4,重要挽留客户
6781,21,1,422.0,2,1,4,重要挽留客户
2328,78,1,422.0,5,3,4,重要发展客户
3682,72,1,422.0,5,3,4,重要发展客户
1100,62,1,422.0,4,2,4,重要发展客户
5723,32,1,422.0,3,1,4,重要挽留客户
1090,5,5,421.0,1,5,4,重要保持客户
8721,4,2,421.0,1,4,4,重要保持客户
3335,15,4,421.0,2,5,4,重要保持客户
5191,70,1,420.0,5,3,4,重要发展客户
3260,35,2,420.0,3,4,4,重要保持客户
4071,65,1,420.0,5,2,4,重要发展客户
4780,21,4,419.0,2,5,4,重要保持客户
2777,0,4,418.0,1,5,4,重要保持客户
679,71,1,418.0,5,3,4,重要发展客户
1948,14,2,418.0,2,4,4,重要保持客户
9568,34,2,418.0,3,4,4,重要保持客户
3211,10,3,417.0,1,5,4,重要保持客户
7505,27,1,417.0,3,1,4,重要挽留客户
821,40,1,417.0,3,2,4,重要挽留客户
4382,50,2,417.0,4,4,4,重要价值客户
8219,43,3,416.0,4,5,4,重要价值客户
4874,25,2,415.47,2,4,4,重要保持客户
7248,24,2,415.0,2,4,4,重要保持客户
8152,11,4,415.0,1,5,4,重要保持客户
7120,40,2,414.0,3,4,4,重要保持客户
8343,50,1,414.0,4,2,4,重要发展客户
3486,0,3,414.0,1,5,4,重要保持客户
5015,63,1,414.0,4,2,4,重要发展客户
7487,13,3,414.0,2,5,4,重要保持客户
1377,30,2,414.0,3,4,4,重要保持客户
7437,27,3,413.0,3,5,4,重要保持客户
7761,9,2,413.0,1,4,4,重要保持客户
9290,86,1,412.0,5,3,4,重要发展客户
9839,26,1,412.0,3,1,4,重要挽留客户
9103,18,2,412.0,2,4,4,重要保持客户
4799,55,1,412.0,4,2,4,重要发展客户
8746,38,2,412.0,3,4,4,重要保持客户
7254,14,1,412.0,2,1,4,重要挽留客户
5983,84,1,412.0,5,3,4,重要发展客户
897,24,1,412.0,2,1,4,重要挽留客户
8300,26,2,411.0,3,4,4,重要保持客户
3549,0,4,411.0,1,5,4,重要保持客户
9031,59,1,411.0,4,2,4,重要发展客户
3364,70,1,411.0,5,3,4,重要发展客户
3226,8,3,410.0,1,5,4,重要保持客户
5848,45,2,410.0,4,4,4,重要价值客户
4577,63,2,410.0,4,5,4,重要价值客户
7212,5,2,409.0,1,4,4,重要保持客户
3415,27,1,408.2,3,1,4,重要挽留客户
2058,49,1,408.0,4,2,4,重要发展客户
5834,73,2,406.0,5,5,4,重要价值客户
7025,8,1,406.0,1,1,4,重要挽留客户
5869,24,3,406.0,2,5,4,重要保持客户
1991,78,1,406.0,5,3,4,重要发展客户
8225,44,2,406.0,4,4,4,重要价值客户
7616,22,4,405.0,2,5,4,重要保持客户
3402,13,1,405.0,2,1,4,重要挽留客户
688,22,3,403.0,2,5,4,重要保持客户
7196,20,4,402.0,2,5,4,重要保持客户
3470,68,1,402.0,5,3,4,重要发展客户
9579,27,3,402.0,3,5,4,重要保持客户
8712,16,3,400.0,2,5,4,重要保持客户
249,41,1,400.0,3,2,4,重要挽留客户
4606,25,3,400.0,2,5,4,重要保持客户
1993,88,1,400.0,5,3,4,重要发展客户
2205,32,2,400.0,3,4,4,重要保持客户
5888,12,4,399.0,2,5,4,重要保持客户
8062,39,2,399.0,3,4,4,重要保持客户
3295,12,1,399.0,2,1,4,重要挽留客户
5939,44,2,399.0,4,4,4,重要价值客户
7111,72,1,399.0,5,3,4,重要发展客户
3572,12,4,399.0,2,5,4,重要保持客户
381,89,1,399.0,5,3,4,重要发展客户
9874,56,2,398.0,4,5,4,重要价值客户
1702,53,1,398.0,4,2,4,重要发展客户
9413,33,2,398.0,3,4,4,重要保持客户
1581,67,2,397.0,5,5,4,重要价值客户
