user_id,experiment_group,channel,sex,age,city_tier,reg_date,win_orders,win_gmv,coupon_cost
2392,A,信息流广告,女,26,4,2025-06-27,0,0.00,0.00
2393,B,自然搜索,男,39,2,2025-06-24,0,0.00,0.00
2395,A,自然搜索,女,43,3,2025-07-02,0,0.00,0.00
2397,B,信息流广告,男,60,3,2025-07-18,0,0.00,0.00
2400,A,短信/邮件营销,男,35,1,2025-07-29,1,392.00,0.00
2401,B,自然搜索,男,41,1,2025-06-07,1,57.00,0.00
2402,B,自然搜索,男,49,3,2025-07-16,0,0.00,0.00
2405,A,社交媒体,男,40,3,2025-07-17,0,0.00,0.00
2406,A,自然搜索,女,20,3,2025-07-06,2,196.00,0.00
2407,A,社交媒体,男,34,2,2025-06-06,0,0.00,0.00
2411,A,短信/邮件营销,男,21,3,2025-07-22,0,0.00,0.00
2412,B,短信/邮件营销,男,20,1,2025-07-26,0,0.00,0.00
2419,A,社交媒体,男,31,2,2025-07-22,0,0.00,0.00
2425,B,直接访问,男,46,3,2025-07-20,1,133.00,0.00
2428,B,信息流广告,男,55,1,2025-07-31,1,127.11,14.89
2429,A,自然搜索,女,50,3,2025-07-23,0,0.00,0.00
2431,B,信息流广告,男,31,2,2025-06-23,0,0.00,0.00
2440,A,自然搜索,男,30,2,2025-06-28,0,0.00,0.00
2441,A,自然搜索,男,29,2,2025-07-08,0,0.00,0.00
2443,B,自然搜索,女,36,2,2025-07-05,0,0.00,0.00
2445,B,信息流广告,男,59,4,2025-06-17,0,0.00,0.00
2447,B,自然搜索,女,32,2,2025-06-13,0,0.00,0.00
2450,A,社交媒体,女,28,1,2025-07-17,0,0.00,0.00
2451,A,社交媒体,男,43,4,2025-07-02,0,0.00,0.00
2453,A,自然搜索,女,53,3,2025-06-21,0,0.00,0.00
2456,A,自然搜索,男,47,1,2025-07-12,1,488.00,0.00
2459,A,自然搜索,女,40,1,2025-07-28,0,0.00,0.00
2462,A,自然搜索,男,37,2,2025-06-29,0,0.00,0.00
2463,A,直接访问,男,32,2,2025-06-11,0,0.00,0.00
2474,A,社交媒体,男,33,3,2025-06-20,0,0.00,0.00
2476,A,信息流广告,男,44,3,2025-06-05,0,0.00,0.00
2485,A,自然搜索,女,20,3,2025-07-21,0,0.00,0.00
2487,A,短信/邮件营销,男,40,2,2025-07-13,0,0.00,0.00
2488,B,自然搜索,女,32,2,2025-07-24,0,0.00,0.00
2493,B,短信/邮件营销,男,30,3,2025-06-04,0,0.00,0.00
2496,A,社交媒体,男,46,4,2025-06-27,0,0.00,0.00
2498,B,自然搜索,女,32,2,2025-06-21,0,0.00,0.00
2499,A,直接访问,男,24,3,2025-06-15,1,106.00,0.00
2502,A,信息流广告,女,39,1,2025-07-30,0,0.00,0.00
2503,A,自然搜索,男,23,4,2025-07-14,0,0.00,0.00
2506,A,短信/邮件营销,女,34,1,2025-06-05,0,0.00,0.00
2510,A,信息流广告,女,29,3,2025-06-04,0,0.00,0.00
2511,A,自然搜索,男,39,1,2025-06-02,0,0.00,0.00
2524,B,信息流广告,女,47,4,2025-06-07,0,0.00,0.00
2525,B,信息流广告,男,35,3,2025-06-15,1,95.77,11.23
2527,B,信息流广告,女,20,1,2025-07-27,0,0.00,0.00
2528,A,社交媒体,男,32,1,2025-07-23,0,0.00,0.00
2529,B,自然搜索,男,33,4,2025-07-12,0,0.00,0.00
2530,A,自然搜索,女,61,2,2025-07-12,0,0.00,0.00
2532,B,社交媒体,女,48,3,2025-07-22,0,0.00,0.00
2534,A,自然搜索,男,20,4,2025-07-30,1,322.00,0.00
2535,A,自然搜索,男,18,2,2025-07-19,0,0.00,0.00
2547,A,自然搜索,女,31,2,2025-07-18,0,0.00,0.00
2552,B,自然搜索,男,39,3,2025-07-16,1,100.31,18.69
2558,A,信息流广告,男,31,2,2025-06-08,0,0.00,0.00
2559,B,短信/邮件营销,女,44,4,2025-06-22,0,0.00,0.00
2562,A,自然搜索,男,43,4,2025-07-16,0,0.00,0.00
2566,A,信息流广告,男,37,1,2025-07-15,0,0.00,0.00
2569,A,社交媒体,男,32,3,2025-07-30,0,0.00,0.00
2571,A,信息流广告,男,40,2,2025-06-28,0,0.00,0.00
2576,B,短信/邮件营销,男,20,3,2025-07-23,0,0.00,0.00
2585,B,社交媒体,女,25,1,2025-06-19,0,0.00,0.00
2586,A,信息流广告,男,44,1,2025-07-24,0,0.00,0.00
2590,A,自然搜索,男,25,3,2025-06-18,0,0.00,0.00
2591,B,信息流广告,女,48,4,2025-07-25,0,0.00,0.00
2592,A,自然搜索,女,46,3,2025-07-30,0,0.00,0.00
2596,A,自然搜索,女,30,4,2025-07-21,0,0.00,0.00
2598,A,信息流广告,女,44,2,2025-07-08,0,0.00,0.00
2599,A,社交媒体,男,43,3,2025-07-20,0,0.00,0.00
2601,A,自然搜索,男,54,1,2025-07-26,0,0.00,0.00
2602,B,自然搜索,女,26,3,2025-07-23,0,0.00,0.00
2604,B,自然搜索,女,27,3,2025-06-24,0,0.00,0.00
2605,B,社交媒体,男,22,2,2025-07-11,0,0.00,0.00
2608,B,直接访问,女,50,1,2025-06-24,0,0.00,0.00
2609,B,信息流广告,女,20,1,2025-06-03,0,0.00,0.00
2611,A,社交媒体,女,19,1,2025-06-22,0,0.00,0.00
2612,A,自然搜索,女,31,4,2025-07-05,0,0.00,0.00
2615,B,短信/邮件营销,男,18,2,2025-06-21,0,0.00,0.00
2617,A,社交媒体,女,38,3,2025-06-03,0,0.00,0.00
2619,A,直接访问,男,22,3,2025-06-15,0,0.00,0.00
2622,B,自然搜索,女,36,3,2025-06-13,0,0.00,0.00
2625,B,信息流广告,女,42,3,2025-06-05,0,0.00,0.00
2626,B,社交媒体,男,23,2,2025-07-07,1,296.00,0.00
2628,A,短信/邮件营销,男,33,2,2025-06-06,0,0.00,0.00
2630,A,自然搜索,男,29,3,2025-06-04,0,0.00,0.00
2631,A,信息流广告,女,28,1,2025-07-29,2,986.00,0.00
2632,A,自然搜索,女,27,1,2025-06-28,0,0.00,0.00
2634,A,信息流广告,男,27,1,2025-07-04,0,0.00,0.00
2636,A,短信/邮件营销,女,38,2,2025-06-10,0,0.00,0.00
2638,A,信息流广告,女,33,3,2025-07-31,0,0.00,0.00
2639,B,社交媒体,女,30,1,2025-07-04,0,0.00,0.00
2641,A,社交媒体,女,20,2,2025-06-21,0,0.00,0.00
2643,B,自然搜索,女,39,2,2025-07-12,0,0.00,0.00
2646,A,社交媒体,女,60,4,2025-06-03,0,0.00,0.00
2656,B,自然搜索,女,47,3,2025-06-07,0,0.00,0.00
2661,B,自然搜索,男,31,3,2025-06-28,0,0.00,0.00
2663,B,直接访问,男,21,3,2025-07-15,0,0.00,0.00
2664,B,信息流广告,女,25,2,2025-07-16,0,0.00,0.00
2665,A,短信/邮件营销,男,32,1,2025-07-29,0,0.00,0.00
2666,A,社交媒体,女,30,3,2025-06-30,0,0.00,0.00
2667,A,信息流广告,女,29,1,2025-07-08,0,0.00,0.00
2669,B,自然搜索,女,22,4,2025-07-11,0,0.00,0.00
2678,B,信息流广告,男,34,2,2025-06-26,0,0.00,0.00
2682,A,短信/邮件营销,男,20,3,2025-07-27,0,0.00,0.00
2683,B,自然搜索,女,22,2,2025-07-12,0,0.00,0.00
2687,A,自然搜索,女,57,1,2025-07-02,0,0.00,0.00
2690,B,社交媒体,女,22,1,2025-06-14,0,0.00,0.00
2691,A,信息流广告,女,29,1,2025-07-16,0,0.00,0.00
2694,A,信息流广告,女,41,1,2025-07-21,0,0.00,0.00
2696,A,直接访问,女,39,4,2025-06-22,0,0.00,0.00
2697,A,信息流广告,男,31,2,2025-07-03,0,0.00,0.00
2698,B,社交媒体,女,42,3,2025-06-08,0,0.00,0.00
2703,A,信息流广告,男,40,3,2025-07-08,0,0.00,0.00
2704,A,社交媒体,男,28,2,2025-07-20,0,0.00,0.00
2705,A,信息流广告,女,31,3,2025-06-15,0,0.00,0.00
2711,A,自然搜索,女,32,1,2025-06-19,0,0.00,0.00
2712,B,信息流广告,女,46,1,2025-06-06,0,0.00,0.00
2713,B,信息流广告,女,42,2,2025-06-30,0,0.00,0.00
2716,A,短信/邮件营销,女,20,2,2025-07-23,0,0.00,0.00
2717,A,信息流广告,女,36,3,2025-07-17,0,0.00,0.00
2719,B,社交媒体,女,53,3,2025-06-30,0,0.00,0.00
2722,A,直接访问,女,27,1,2025-07-06,0,0.00,0.00
2728,A,自然搜索,男,29,2,2025-07-27,1,58.00,0.00
2730,B,社交媒体,男,58,2,2025-06-25,0,0.00,0.00
2731,A,直接访问,女,33,2,2025-07-06,0,0.00,0.00
2733,A,短信/邮件营销,女,34,1,2025-07-25,0,0.00,0.00
2739,A,自然搜索,女,54,1,2025-06-27,0,0.00,0.00
2740,A,短信/邮件营销,女,28,2,2025-06-18,0,0.00,0.00
2741,B,信息流广告,男,35,2,2025-06-16,0,0.00,0.00
2744,B,直接访问,男,31,2,2025-06-15,0,0.00,0.00
2749,B,信息流广告,男,61,2,2025-06-25,0,0.00,0.00
2753,A,自然搜索,女,29,2,2025-06-12,0,0.00,0.00
2757,A,信息流广告,女,44,1,2025-06-22,0,0.00,0.00
2761,B,自然搜索,女,24,3,2025-07-23,0,0.00,0.00
2763,A,直接访问,男,34,4,2025-06-25,0,0.00,0.00
2764,B,信息流广告,女,42,1,2025-07-07,1,72.33,9.67
2767,B,信息流广告,女,19,4,2025-06-06,0,0.00,0.00
2768,A,社交媒体,男,43,3,2025-07-14,0,0.00,0.00
2775,B,自然搜索,女,31,2,2025-07-03,0,0.00,0.00
2777,A,直接访问,女,39,3,2025-07-11,0,0.00,0.00
2781,B,自然搜索,男,41,1,2025-07-02,0,0.00,0.00
2782,A,自然搜索,女,43,3,2025-07-16,0,0.00,0.00
2783,B,信息流广告,女,38,2,2025-07-11,0,0.00,0.00
2785,B,信息流广告,女,34,1,2025-06-03,0,0.00,0.00
2787,A,短信/邮件营销,女,55,1,2025-07-06,0,0.00,0.00
2791,A,信息流广告,男,24,4,2025-07-20,0,0.00,0.00
2792,A,社交媒体,男,27,1,2025-07-10,0,0.00,0.00
2794,A,自然搜索,女,43,4,2025-06-16,0,0.00,0.00
2796,B,短信/邮件营销,女,59,2,2025-07-21,0,0.00,0.00
2798,A,直接访问,男,26,4,2025-07-15,0,0.00,0.00
2799,A,社交媒体,男,48,2,2025-06-18,0,0.00,0.00
2800,A,自然搜索,女,27,1,2025-06-20,0,0.00,0.00
2801,B,社交媒体,男,28,2,2025-06-13,0,0.00,0.00
2804,A,直接访问,女,19,1,2025-07-10,0,0.00,0.00
2811,B,直接访问,男,29,1,2025-07-26,0,0.00,0.00
2815,B,信息流广告,女,25,2,2025-06-27,0,0.00,0.00
2822,B,信息流广告,女,53,3,2025-06-08,0,0.00,0.00
2824,A,信息流广告,女,19,2,2025-06-07,0,0.00,0.00
2826,A,短信/邮件营销,女,31,1,2025-06-26,1,36.00,0.00
2834,B,自然搜索,女,44,1,2025-06-11,0,0.00,0.00
2835,A,信息流广告,男,30,1,2025-07-13,0,0.00,0.00
2836,A,信息流广告,男,57,2,2025-07-28,0,0.00,0.00
2837,B,短信/邮件营销,男,32,3,2025-07-06,0,0.00,0.00
2848,A,社交媒体,男,41,1,2025-07-13,0,0.00,0.00
2854,B,信息流广告,女,39,2,2025-06-19,0,0.00,0.00
2857,B,短信/邮件营销,男,54,2,2025-07-10,0,0.00,0.00
2865,A,自然搜索,女,42,1,2025-06-29,0,0.00,0.00
2872,B,社交媒体,女,32,1,2025-06-15,1,119.00,0.00
2874,B,信息流广告,女,18,2,2025-06-06,0,0.00,0.00
2875,B,信息流广告,女,37,4,2025-07-29,0,0.00,0.00
2879,B,直接访问,男,61,3,2025-07-29,0,0.00,0.00
2880,A,信息流广告,女,40,1,2025-06-08,0,0.00,0.00
2881,B,自然搜索,女,61,1,2025-07-15,0,0.00,0.00
2882,A,信息流广告,女,49,3,2025-06-13,0,0.00,0.00
2887,A,信息流广告,女,29,3,2025-07-25,0,0.00,0.00
2892,A,社交媒体,女,31,2,2025-07-31,1,216.00,0.00
2899,B,社交媒体,女,32,2,2025-07-08,0,0.00,0.00
2900,B,信息流广告,女,39,1,2025-07-30,0,0.00,0.00
2902,B,短信/邮件营销,男,29,3,2025-06-24,0,0.00,0.00
2904,A,自然搜索,女,42,3,2025-07-02,0,0.00,0.00
2908,A,信息流广告,女,35,2,2025-06-04,0,0.00,0.00
2913,B,自然搜索,男,58,4,2025-07-19,0,0.00,0.00
2916,B,短信/邮件营销,女,44,1,2025-06-13,0,0.00,0.00
2917,A,信息流广告,男,18,2,2025-07-30,0,0.00,0.00
2918,A,自然搜索,男,27,4,2025-07-14,0,0.00,0.00
2919,B,自然搜索,男,36,2,2025-07-03,0,0.00,0.00
2920,A,自然搜索,男,23,2,2025-06-27,0,0.00,0.00
2924,B,自然搜索,女,32,1,2025-06-30,1,322.74,19.26
2927,B,自然搜索,女,40,3,2025-06-11,0,0.00,0.00
2930,A,信息流广告,女,38,2,2025-06-23,0,0.00,0.00
2936,A,自然搜索,女,27,2,2025-07-25,0,0.00,0.00
2940,B,短信/邮件营销,男,21,2,2025-06-03,0,0.00,0.00
2941,B,自然搜索,男,31,2,2025-06-10,0,0.00,0.00
2944,A,直接访问,女,51,3,2025-06-30,1,67.00,0.00
2946,A,信息流广告,男,37,2,2025-07-08,0,0.00,0.00
2948,B,短信/邮件营销,女,34,3,2025-06-16,0,0.00,0.00
2949,A,自然搜索,男,57,3,2025-07-28,0,0.00,0.00
2955,A,信息流广告,男,60,1,2025-06-26,1,78.00,0.00
2956,B,社交媒体,女,33,2,2025-07-18,0,0.00,0.00
2961,A,直接访问,女,22,3,2025-07-31,0,0.00,0.00
2963,A,社交媒体,女,24,1,2025-06-13,0,0.00,0.00
2964,B,短信/邮件营销,女,25,1,2025-06-07,0,0.00,0.00
2965,B,自然搜索,女,38,4,2025-07-01,1,97.52,9.48
2969,B,社交媒体,女,20,3,2025-06-23,0,0.00,0.00
2970,A,自然搜索,女,34,2,2025-07-01,0,0.00,0.00
2975,B,短信/邮件营销,女,19,1,2025-06-14,0,0.00,0.00
2981,B,信息流广告,女,25,3,2025-06-13,0,0.00,0.00
2982,B,信息流广告,男,24,2,2025-07-30,0,0.00,0.00
2983,A,社交媒体,男,34,2,2025-07-21,0,0.00,0.00
2993,A,短信/邮件营销,男,41,1,2025-07-26,0,0.00,0.00
2996,B,信息流广告,女,31,4,2025-06-04,0,0.00,0.00
2998,B,短信/邮件营销,女,45,2,2025-06-08,0,0.00,0.00
2999,B,社交媒体,女,34,2,2025-07-16,1,78.00,0.00
3004,B,信息流广告,男,20,4,2025-06-19,0,0.00,0.00
3005,B,直接访问,女,25,3,2025-06-19,0,0.00,0.00
3009,A,短信/邮件营销,男,33,4,2025-07-08,1,157.00,0.00
3021,A,自然搜索,女,34,1,2025-06-25,0,0.00,0.00
3023,B,短信/邮件营销,男,33,2,2025-07-24,0,0.00,0.00
3025,A,短信/邮件营销,男,42,2,2025-07-13,0,0.00,0.00
3026,B,社交媒体,女,34,1,2025-06-29,0,0.00,0.00
3028,A,自然搜索,女,32,4,2025-07-08,0,0.00,0.00
3031,A,直接访问,女,31,2,2025-07-25,0,0.00,0.00
3034,B,直接访问,男,32,3,2025-07-17,0,0.00,0.00
3036,B,社交媒体,男,32,4,2025-06-16,0,0.00,0.00
3038,B,自然搜索,男,31,4,2025-07-27,0,0.00,0.00
3039,B,自然搜索,女,32,1,2025-07-10,1,36.00,0.00
3040,B,社交媒体,女,25,4,2025-06-07,0,0.00,0.00
3042,A,自然搜索,男,42,2,2025-07-31,0,0.00,0.00
3044,B,信息流广告,男,26,2,2025-07-29,0,0.00,0.00
3045,A,自然搜索,女,34,3,2025-06-02,0,0.00,0.00
3048,B,自然搜索,女,39,3,2025-06-21,0,0.00,0.00
3050,B,自然搜索,女,28,1,2025-06-06,0,0.00,0.00
3053,A,短信/邮件营销,男,30,3,2025-07-08,0,0.00,0.00
3054,B,自然搜索,女,31,1,2025-07-12,1,92.00,0.00
3056,B,信息流广告,女,24,1,2025-06-30,0,0.00,0.00
3064,B,信息流广告,男,32,1,2025-06-28,0,0.00,0.00
3065,A,信息流广告,女,44,2,2025-07-26,0,0.00,0.00
3066,A,短信/邮件营销,女,43,1,2025-07-13,0,0.00,0.00
3068,A,信息流广告,女,32,4,2025-07-12,0,0.00,0.00
3071,A,短信/邮件营销,男,34,3,2025-07-06,0,0.00,0.00
3072,A,信息流广告,男,29,2,2025-06-06,0,0.00,0.00
3074,A,信息流广告,男,32,1,2025-06-15,0,0.00,0.00
3075,B,信息流广告,女,28,2,2025-06-06,1,89.00,0.00
3077,A,自然搜索,女,31,4,2025-06-30,0,0.00,0.00
3078,B,信息流广告,女,61,3,2025-06-28,0,0.00,0.00
3080,A,社交媒体,男,20,1,2025-06-21,0,0.00,0.00
3087,B,直接访问,女,30,3,2025-07-17,0,0.00,0.00
3089,B,直接访问,男,27,2,2025-06-21,0,0.00,0.00
3092,B,短信/邮件营销,男,19,2,2025-07-02,0,0.00,0.00
3095,A,社交媒体,女,33,4,2025-07-15,0,0.00,0.00
3097,B,信息流广告,男,22,2,2025-06-30,0,0.00,0.00
3102,A,信息流广告,男,24,4,2025-06-19,0,0.00,0.00
3103,B,自然搜索,女,34,2,2025-07-18,0,0.00,0.00
3105,B,社交媒体,女,33,1,2025-07-12,0,0.00,0.00
3108,B,信息流广告,男,58,3,2025-07-06,0,0.00,0.00
3110,B,信息流广告,女,50,1,2025-07-20,0,0.00,0.00
3112,A,自然搜索,男,21,2,2025-06-14,0,0.00,0.00
3117,A,短信/邮件营销,男,30,2,2025-07-13,0,0.00,0.00
3119,A,信息流广告,男,40,4,2025-07-08,0,0.00,0.00
3121,A,直接访问,女,59,1,2025-07-21,0,0.00,0.00
3127,B,短信/邮件营销,男,38,2,2025-06-05,0,0.00,0.00
3130,B,短信/邮件营销,男,23,2,2025-06-21,0,0.00,0.00
3133,A,社交媒体,男,24,2,2025-06-29,0,0.00,0.00
3134,B,短信/邮件营销,男,25,4,2025-07-04,0,0.00,0.00
3137,B,信息流广告,女,23,4,2025-07-24,0,0.00,0.00
3139,A,短信/邮件营销,男,25,2,2025-06-08,0,0.00,0.00
3140,B,短信/邮件营销,女,36,2,2025-07-22,0,0.00,0.00
3142,A,信息流广告,女,32,3,2025-06-07,0,0.00,0.00
3147,A,信息流广告,男,47,4,2025-06-22,0,0.00,0.00
3149,A,社交媒体,女,21,3,2025-06-24,0,0.00,0.00
3152,A,社交媒体,男,50,2,2025-06-05,0,0.00,0.00
3156,A,社交媒体,男,46,2,2025-07-20,0,0.00,0.00
3157,B,自然搜索,男,59,1,2025-07-26,0,0.00,0.00
3159,B,自然搜索,男,60,1,2025-06-13,0,0.00,0.00
3166,A,自然搜索,男,33,1,2025-07-07,0,0.00,0.00
3169,A,信息流广告,女,26,1,2025-06-18,0,0.00,0.00
3172,B,自然搜索,男,21,2,2025-07-31,1,356.00,0.00
3173,B,社交媒体,男,35,1,2025-06-27,0,0.00,0.00
3175,A,自然搜索,女,61,1,2025-06-04,0,0.00,0.00
3176,A,社交媒体,女,41,1,2025-07-29,0,0.00,0.00
3177,A,直接访问,男,38,2,2025-07-19,0,0.00,0.00
3178,A,信息流广告,男,29,2,2025-07-12,1,116.00,0.00
3179,A,信息流广告,男,50,2,2025-07-23,0,0.00,0.00
3180,A,自然搜索,女,38,3,2025-07-22,0,0.00,0.00
3184,B,信息流广告,男,36,2,2025-07-27,0,0.00,0.00
3185,B,短信/邮件营销,女,48,2,2025-07-24,1,107.00,0.00
3188,A,自然搜索,女,23,3,2025-06-22,0,0.00,0.00
3190,B,社交媒体,女,28,4,2025-07-01,1,60.00,0.00
3191,A,短信/邮件营销,女,42,3,2025-07-06,0,0.00,0.00
3193,B,短信/邮件营销,男,24,1,2025-07-30,0,0.00,0.00
3197,A,信息流广告,男,37,4,2025-07-13,1,58.00,0.00
3199,B,直接访问,男,40,2,2025-06-26,0,0.00,0.00
3200,A,社交媒体,女,25,2,2025-07-24,0,0.00,0.00
3201,A,直接访问,女,38,2,2025-07-31,0,0.00,0.00
3203,A,社交媒体,男,27,4,2025-07-06,0,0.00,0.00
3204,A,信息流广告,女,29,2,2025-07-22,0,0.00,0.00
3207,A,社交媒体,男,19,4,2025-07-20,0,0.00,0.00
3209,A,社交媒体,男,30,2,2025-07-06,0,0.00,0.00
3212,A,信息流广告,男,39,2,2025-06-11,0,0.00,0.00
3213,A,社交媒体,女,22,4,2025-07-03,1,36.00,0.00
3217,A,短信/邮件营销,女,49,1,2025-06-02,0,0.00,0.00
3222,B,自然搜索,女,32,3,2025-06-17,1,352.48,19.52
3225,A,短信/邮件营销,男,34,2,2025-06-19,0,0.00,0.00
3228,A,短信/邮件营销,男,49,3,2025-06-29,0,0.00,0.00
3233,A,信息流广告,男,31,4,2025-06-29,0,0.00,0.00
3236,A,自然搜索,女,50,3,2025-06-11,0,0.00,0.00
3240,B,社交媒体,女,21,4,2025-07-01,0,0.00,0.00
3242,A,信息流广告,男,37,1,2025-07-12,0,0.00,0.00
3243,B,信息流广告,男,30,2,2025-06-21,0,0.00,0.00
3248,B,自然搜索,女,43,2,2025-06-02,0,0.00,0.00
3250,B,信息流广告,女,39,1,2025-07-24,0,0.00,0.00
3253,A,自然搜索,男,39,1,2025-07-01,0,0.00,0.00
3254,A,直接访问,男,29,2,2025-06-04,0,0.00,0.00
3265,A,信息流广告,男,20,3,2025-07-27,1,100.00,0.00
3269,B,社交媒体,男,31,3,2025-06-08,0,0.00,0.00
3272,A,自然搜索,男,33,2,2025-06-07,0,0.00,0.00
3276,A,信息流广告,男,31,1,2025-07-30,0,0.00,0.00
3280,A,信息流广告,女,36,1,2025-06-12,0,0.00,0.00
3282,B,直接访问,男,33,4,2025-07-28,1,74.00,0.00
3284,B,自然搜索,女,47,2,2025-06-30,0,0.00,0.00
3286,A,信息流广告,女,57,4,2025-06-17,0,0.00,0.00
3292,B,短信/邮件营销,女,26,2,2025-07-18,1,250.76,13.24
3294,A,自然搜索,男,29,1,2025-06-27,0,0.00,0.00
3295,A,短信/邮件营销,女,25,3,2025-07-20,0,0.00,0.00
3298,A,信息流广告,男,26,2,2025-07-11,0,0.00,0.00
3299,B,信息流广告,男,20,3,2025-07-15,1,38.00,0.00
3300,B,社交媒体,男,50,1,2025-07-22,0,0.00,0.00
3305,B,短信/邮件营销,男,32,1,2025-06-27,0,0.00,0.00
3310,A,信息流广告,女,19,3,2025-07-25,0,0.00,0.00
3312,A,自然搜索,男,36,2,2025-07-23,0,0.00,0.00
3313,A,短信/邮件营销,女,33,1,2025-06-06,0,0.00,0.00
3314,B,自然搜索,女,29,1,2025-06-18,0,0.00,0.00
3316,B,社交媒体,女,30,2,2025-07-25,0,0.00,0.00
3319,A,自然搜索,男,36,1,2025-06-12,0,0.00,0.00
3320,A,自然搜索,女,56,3,2025-07-01,0,0.00,0.00
3323,A,直接访问,男,21,2,2025-06-07,0,0.00,0.00
3324,A,信息流广告,男,19,3,2025-06-14,0,0.00,0.00
3325,A,社交媒体,女,38,1,2025-07-07,0,0.00,0.00
3328,A,自然搜索,女,26,2,2025-07-03,1,53.00,0.00
3334,B,信息流广告,男,36,2,2025-06-05,0,0.00,0.00
3336,A,信息流广告,男,28,1,2025-07-17,0,0.00,0.00
3337,A,直接访问,女,28,3,2025-06-24,1,36.00,0.00
3340,A,短信/邮件营销,男,25,3,2025-06-12,0,0.00,0.00
3343,B,短信/邮件营销,女,18,1,2025-06-30,0,0.00,0.00
3348,B,自然搜索,男,55,2,2025-06-30,0,0.00,0.00
3353,B,信息流广告,男,44,1,2025-07-20,0,0.00,0.00
3356,A,自然搜索,男,23,4,2025-07-18,0,0.00,0.00
3357,A,信息流广告,男,44,2,2025-07-24,0,0.00,0.00
3361,B,自然搜索,男,41,2,2025-07-14,0,0.00,0.00
3362,B,信息流广告,男,30,1,2025-06-08,0,0.00,0.00
3363,B,信息流广告,女,31,1,2025-07-13,0,0.00,0.00
3364,B,信息流广告,男,26,2,2025-07-22,0,0.00,0.00
3366,B,直接访问,女,23,1,2025-07-07,1,36.00,0.00
3370,A,自然搜索,女,39,3,2025-07-05,0,0.00,0.00
3371,A,自然搜索,女,26,3,2025-06-13,0,0.00,0.00
3373,B,自然搜索,女,47,4,2025-06-16,1,96.98,9.02
3376,B,社交媒体,女,54,2,2025-07-30,0,0.00,0.00
3378,B,自然搜索,男,32,3,2025-07-07,0,0.00,0.00
3379,A,短信/邮件营销,女,38,1,2025-06-07,0,0.00,0.00
3381,B,自然搜索,女,60,2,2025-06-26,0,0.00,0.00
3388,A,信息流广告,女,33,2,2025-06-05,0,0.00,0.00
3390,B,短信/邮件营销,女,48,1,2025-06-20,0,0.00,0.00
3401,A,信息流广告,男,61,3,2025-07-28,1,303.00,0.00
3402,A,短信/邮件营销,男,25,1,2025-07-12,0,0.00,0.00
3404,B,直接访问,女,34,2,2025-07-11,0,0.00,0.00
3406,B,短信/邮件营销,女,44,1,2025-07-12,0,0.00,0.00
3408,B,社交媒体,男,32,2,2025-07-24,0,0.00,0.00
3411,A,自然搜索,女,31,3,2025-07-13,0,0.00,0.00
3415,B,信息流广告,女,19,2,2025-07-22,1,408.20,19.80
3417,B,自然搜索,男,42,3,2025-06-13,0,0.00,0.00
3419,A,社交媒体,男,28,1,2025-06-30,0,0.00,0.00
3420,B,自然搜索,男,23,2,2025-07-16,0,0.00,0.00
3425,B,短信/邮件营销,女,21,4,2025-07-16,0,0.00,0.00
3428,A,信息流广告,男,47,2,2025-07-18,0,0.00,0.00
3430,B,信息流广告,男,55,3,2025-06-11,0,0.00,0.00
3431,A,信息流广告,男,21,4,2025-06-28,0,0.00,0.00
3432,B,自然搜索,女,30,2,2025-07-03,0,0.00,0.00
3435,A,直接访问,男,37,3,2025-07-05,1,216.00,0.00
3439,B,信息流广告,女,50,1,2025-07-11,0,0.00,0.00
3445,A,自然搜索,男,21,3,2025-07-14,0,0.00,0.00
3447,B,信息流广告,女,37,3,2025-06-16,1,96.00,0.00
3448,A,信息流广告,女,30,1,2025-07-02,0,0.00,0.00
3450,B,短信/邮件营销,女,34,2,2025-06-07,0,0.00,0.00
3452,B,短信/邮件营销,女,23,2,2025-07-03,0,0.00,0.00
3455,B,自然搜索,女,34,2,2025-07-18,0,0.00,0.00
3459,A,自然搜索,男,23,2,2025-07-01,0,0.00,0.00
3460,A,短信/邮件营销,女,35,3,2025-06-15,0,0.00,0.00
3468,A,自然搜索,女,27,1,2025-07-16,0,0.00,0.00
3472,B,社交媒体,男,36,2,2025-07-31,0,0.00,0.00
3475,A,短信/邮件营销,男,47,4,2025-07-29,0,0.00,0.00
3477,B,信息流广告,女,32,1,2025-06-13,0,0.00,0.00
3479,A,信息流广告,女,29,1,2025-06-19,0,0.00,0.00
3480,A,社交媒体,男,27,3,2025-07-10,0,0.00,0.00
3482,A,信息流广告,女,25,1,2025-07-22,0,0.00,0.00
3484,B,社交媒体,女,31,2,2025-06-14,0,0.00,0.00
3486,B,自然搜索,女,40,2,2025-07-13,1,101.00,0.00
3492,A,信息流广告,女,30,2,2025-06-10,0,0.00,0.00
3499,A,短信/邮件营销,女,33,3,2025-06-29,0,0.00,0.00
3500,B,信息流广告,女,58,2,2025-06-12,0,0.00,0.00
3502,B,短信/邮件营销,女,25,3,2025-06-16,0,0.00,0.00
3505,B,社交媒体,女,56,1,2025-06-29,0,0.00,0.00
3509,B,短信/邮件营销,女,26,4,2025-07-01,0,0.00,0.00
3516,B,社交媒体,女,48,4,2025-06-12,0,0.00,0.00
3519,A,社交媒体,女,34,2,2025-07-18,0,0.00,0.00
3520,A,信息流广告,男,32,2,2025-07-06,0,0.00,0.00
